chroma_stft_mean,chroma_stft_var,rms_mean,rms_var,spectral_centroid_mean,spectral_centroid_var,spectral_bandwidth_mean,spectral_bandwidth_var,rolloff_mean,rolloff_var,zero_crossing_rate_mean,zero_crossing_rate_var,harmony_mean,harmony_var,perceptr_mean,perceptr_var,tempo,mfcc1_mean,mfcc1_var,mfcc2_mean,mfcc2_var,mfcc3_mean,mfcc3_var,mfcc4_mean,mfcc4_var,mfcc5_mean,mfcc5_var,mfcc6_mean,mfcc6_var,mfcc7_mean,mfcc7_var,mfcc8_mean,mfcc8_var,mfcc9_mean,mfcc9_var,mfcc10_mean,mfcc10_var,mfcc11_mean,mfcc11_var,mfcc12_mean,mfcc12_var,mfcc13_mean,mfcc13_var,mfcc14_mean,mfcc14_var,mfcc15_mean,mfcc15_var,mfcc16_mean,mfcc16_var,mfcc17_mean,mfcc17_var,mfcc18_mean,mfcc18_var,mfcc19_mean,mfcc19_var,mfcc20_mean,mfcc20_var,label
0.23726034,0.09394994,0.1389537,0.0034194277,898.1982028705263,149099.07551753733,1310.6567681382332,72953.47550725608,1570.9321674547698,945557.7893010242,0.040850848974458204,0.000552804637411627,-1.0132833e-05,0.0,5.7460915e-05,0.0,123.046875,-254.11131,4039.3901,152.13753,821.8449,13.083196,850.7078,40.871758,396.44153,10.973271,138.5122,3.2605207,72.34168,-3.497795,82.661095,-10.758619,104.19381,-1.4091749,74.17742,-2.5473084,64.343124,-8.628004,74.68347,-1.772819,47.695858,-0.12250398,45.86508,8.058762,103.41001,3.7362964,169.99254,1.8554147,178.13322,-2.355356,84.80506,-4.9471536,118.84629,-1.6381733,165.00578,-0.4972948,103.80799,jazz
0.22904079,0.08917088,0.10554658,0.0043343576,1178.8523000299806,369251.3635917318,1534.343694945894,274774.69327285123,2258.428010261465,2509066.1400461136,0.05271094354682663,0.0008940488238024273,5.6611225e-06,0.0,2.8156353e-05,0.0,112.34714673913044,-266.05075,6842.9536,138.2519,1607.4425,5.4375296,857.0633,37.116238,300.1261,9.86735,219.08994,0.8917151,113.18912,-4.5267787,103.35125,-10.064804,81.86605,-0.45321935,63.917145,-2.786476,73.63717,-8.05894,74.54622,-0.7463319,64.69451,-2.1560185,84.42574,4.698094,103.88612,0.21131694,146.41928,1.869073,124.89168,1.0642998,113.67948,-0.53050226,159.33293,1.5814334,204.86656,0.4998571,142.61552,jazz
0.27845585,0.1017433,0.13026828,0.0064388444,1227.7034569594998,378843.08496525156,1957.2567643710238,196727.39777924982,2356.1107529206174,2629771.559707827,0.034118463380417956,0.001507823623611924,-6.311864e-07,0.0,2.6762667e-05,0.0,89.10290948275862,-248.87376,4413.588,120.92212,628.4732,31.682009,436.35788,35.51364,159.99695,15.335318,191.62666,11.4847765,118.042885,-12.640146,121.907074,0.92865765,152.451,-8.601089,96.70658,-2.70117,88.49683,-10.31233,109.60905,2.9667518,76.985115,-5.2664313,50.093613,-0.43289217,48.919674,-3.7167544,45.18091,-5.6498737,56.665993,-3.5038753,48.65903,-3.9241948,48.537468,-1.2798532,42.972237,0.116302416,65.19927,jazz
0.29814002,0.09840928,0.1211768,0.0034970443,1297.929488025434,498215.378075463,1945.375248934848,160402.86824890852,2476.6433574097814,2581487.406422708,0.042598759795859135,0.00251286044072821,7.8745205e-07,0.0,-3.935836e-05,0.0,99.38401442307692,-218.20694,2934.2837,128.51637,824.1672,26.912674,494.37857,33.76827,179.51888,7.744316,249.43042,11.208713,132.89763,-11.811886,133.28671,6.91181,116.22249,-9.2611475,78.57916,-4.8203173,112.87023,-12.344749,78.26507,7.098731,106.61578,-4.689671,44.391827,1.7508326,47.118484,-1.0439055,53.573555,-0.032910325,45.43764,-1.5205239,61.329666,-4.5511646,45.93589,-2.137785,49.85886,0.96491367,47.06413,jazz
0.3051701,0.09929079,0.13184603,0.0031167755,1150.2499930208185,314085.8444953397,1853.832972783524,156578.19385680306,2104.7622727904895,2027088.2123062497,0.034635844983552634,0.000992434572489774,3.4757861e-06,0.0,2.6700456e-05,0.0,92.28515625,-218.40059,3152.772,135.17308,625.48395,26.839832,355.80206,32.483696,155.10504,10.811886,228.93654,11.475143,111.94246,-12.728117,93.61454,4.662643,93.20013,-9.581662,59.0356,-5.3916397,89.64761,-11.98761,78.01962,7.123115,136.5678,-5.513793,51.86775,1.7442014,45.201256,-1.9891943,51.08543,0.45603144,58.54217,-2.3385942,58.13129,-5.4587636,52.771393,-1.1893896,45.853817,-1.7743802,44.64983,jazz
0.29225,0.10035505,0.14240973,0.0039756047,1367.0906193731323,743732.9177995813,2025.0929879265746,222691.19086753952,2664.425555249855,3366293.63571777,0.04194192325367647,0.0029112353983352665,-3.8048513e-06,0.0,-2.8921124e-06,0.0,103.359375,-209.63686,2831.061,122.01439,991.8241,29.584301,427.91064,36.975395,205.16695,15.8691635,351.8999,15.342202,98.23682,-13.125299,120.26652,6.0721803,85.75761,-7.143627,98.182205,-3.9868126,87.77698,-12.925996,82.162506,6.9300237,83.20695,-8.374064,89.887505,2.7467852,59.71867,-3.7760909,43.47726,-0.94493985,62.254658,-3.401303,56.65352,-4.31899,54.19174,-1.313947,64.22247,-0.050327584,42.794918,jazz
0.2678321,0.10146478,0.1322602,0.0029313143,1113.2240868232698,388535.4493785988,1749.515246597816,236229.90728866772,2082.3207418246902,2250216.1219752035,0.0341256439870356,0.0011952098996647774,3.5866622e-06,0.0,6.2194726e-05,0.0,117.45383522727273,-241.96735,4400.055,135.499,957.5936,24.54386,473.7509,34.733643,183.23213,10.926055,484.5362,8.6498375,173.26411,-9.464112,157.82915,5.5696793,127.40673,-4.15432,91.17072,-8.86864,133.47865,-16.157167,98.74884,5.3933077,128.85077,-8.79271,76.80828,3.1183193,56.09057,-1.5157118,43.36509,-5.3023634,138.04842,-2.2592363,48.83547,-6.3537297,59.06169,-0.6095,59.126682,-1.1489233,36.275505,jazz
0.27218986,0.090753905,0.15745024,0.004384136,1885.9037792037007,211073.0830912664,2241.4775006109144,169261.71346341568,3704.744264584946,1901626.2321831398,0.07565146998355263,0.0009909534985610825,2.3436858e-06,0.0,1.9481964e-05,0.0,66.25600961538461,-144.72197,2313.8848,99.478035,539.49207,0.35227168,708.5059,19.300982,193.30333,10.57695,85.638115,5.0771317,64.912766,-1.7276769,59.98203,-3.607299,60.979248,-11.4602165,48.42796,-4.9051404,43.88277,-7.9694657,50.36291,0.69957465,83.575226,-8.278708,91.33344,-3.3099694,53.780403,-12.373978,90.24725,-4.708825,133.87106,-3.690305,96.25145,0.87506616,133.67805,-6.533726,209.50946,-7.011813,191.8394,jazz
0.2514946,0.08687126,0.16811168,0.0030743363,1829.0714142629308,142647.90481699497,2206.124330537724,94464.65556286422,3483.4956024453368,1290887.1047062573,0.07801048822078173,0.0006349031291145431,-3.0770057e-06,0.0,1.3647584e-06,0.0,64.599609375,-137.137,975.1852,100.9303,349.83356,-1.8980817,422.12796,18.312311,169.58325,12.065536,97.2858,4.9091587,86.30169,0.002286102,72.326744,-2.3738308,64.75914,-10.778636,56.83239,-4.1308966,67.540276,-9.992306,66.823494,-1.6732146,103.01167,-7.440489,141.17082,0.367734,101.59493,-7.6951113,133.24002,-1.7573695,211.74078,-3.9574692,211.48627,0.13063942,180.20558,-7.8611617,196.85486,-8.791232,204.89952,jazz
0.23222862,0.08482058,0.18949395,0.0034754246,1892.6527032645515,157452.89070444633,2166.723701518315,160623.361638404,3619.7781116969813,1785006.514776579,0.0832092474119582,0.0005806933831270016,-4.422425e-06,0.0,3.6850697e-06,0.0,129.19921875,-127.52947,1444.4688,99.47291,356.78818,-4.4248405,607.0141,19.411922,201.3872,9.4205065,104.12581,4.060697,78.08824,-0.8939659,59.735687,-4.555559,51.81317,-12.675847,57.375755,-6.2048616,54.82213,-9.492582,73.42355,0.9520674,93.91975,-0.91702145,105.93865,6.420188,116.740715,-6.570032,190.05927,-6.9780016,181.032,-12.815515,171.79626,-4.716728,167.77608,-6.934118,160.26083,-4.9661803,228.4689,jazz
0.25850227,0.08707433,0.17767127,0.0029914246,1846.2290036763727,146875.19537128235,2140.8219886967167,123067.82720317048,3444.9791686822755,1418413.3688227388,0.07989709812790248,0.0005766211305400328,-4.198467e-06,0.0,2.9695302e-05,0.0,63.02400914634146,-127.514946,1194.3625,102.34342,391.01825,-7.9501123,460.85822,18.18905,223.43042,11.951449,116.018005,4.0450487,82.05115,-0.87768245,84.06323,-2.3229694,66.640114,-11.370469,49.672802,-5.3523626,55.8942,-9.117728,87.62546,-0.71835524,125.57449,-8.390835,137.30649,-2.3863952,126.95027,-10.862769,150.96587,-4.255761,191.70012,-5.835589,151.98772,0.28587553,172.62296,-4.9958854,235.93292,-4.5220428,187.24695,jazz
0.24896768,0.08676183,0.17835647,0.003646071,1850.3177868849455,165646.30419293843,2159.264855303748,201134.90778409355,3566.2534353533765,2038520.1212736745,0.07771192615615326,0.0006437029168833165,1.7072173e-06,0.0,6.500046e-05,0.0,63.02400914634146,-132.09349,1464.9899,102.69137,365.4408,-6.425875,739.2384,18.039812,216.32454,11.406586,98.356255,4.805125,79.96929,1.5904247,62.239273,-2.1956637,51.062004,-10.124393,48.299744,-4.290343,49.695942,-9.263212,57.391285,0.15764762,77.02072,-4.923873,97.22476,2.1858356,116.74861,-5.54012,134.76562,-1.9273721,179.25946,-7.9172416,182.92665,-3.71788,153.33049,-8.907739,152.21701,-6.9574804,180.54073,jazz
0.29182383,0.09438097,0.14367174,0.004926606,1975.1530201204464,355148.2568077991,2327.77720086021,241415.12195070088,3876.2932272518383,3355114.645983266,0.07815107693982198,0.0018728102905121898,4.2758722e-07,0.0,-1.545136e-05,0.0,63.02400914634146,-159.22052,2603.1348,99.57316,687.2982,-3.212015,1136.979,2.9464316,324.14056,14.669287,110.01872,12.592861,69.64507,-0.23576856,57.30468,1.9244173,58.61975,-3.4065576,46.414272,1.5613846,59.770813,-3.336611,90.23185,4.885383,103.51372,-1.9024118,113.03593,5.191724,142.09065,-4.2376647,176.94887,1.3771337,165.09912,-3.6982746,191.16672,0.9627502,198.19084,-2.68507,195.37177,-0.14685418,144.90335,jazz
0.27417973,0.09391572,0.153881,0.0068252566,2233.2662235141665,615228.7934692778,2479.730306890649,319707.60048079834,4600.905512287151,4451462.380624769,0.08821261851780186,0.0029669978217810597,3.3204122e-07,0.0,-3.7482776e-05,0.0,61.5234375,-148.5764,3574.2473,90.847115,776.83685,-2.2433312,1139.4545,0.6656857,297.35764,9.860703,77.15005,8.895622,72.531746,-1.1849006,71.89679,0.58646876,55.23137,-6.2760715,50.06797,-0.9758099,49.396957,-6.797008,53.545933,1.4277945,91.4213,-3.5575786,146.90485,6.128409,150.30084,-1.550397,158.00032,4.82615,196.20627,0.07881869,224.25082,3.8415308,205.37408,-3.4001026,171.95105,-4.447901,153.13484,jazz
0.29146236,0.08972121,0.16523787,0.0042032,1886.3106584102875,188837.6942380623,2233.781751637438,212476.13472068522,3678.977753724845,2323241.4466020167,0.07325995005321208,0.000857307314918447,9.39322e-06,0.0,4.037479e-05,0.0,63.02400914634146,-119.28147,2050.6165,107.31446,361.49872,-12.0058565,925.3576,4.2316,232.66476,12.117518,106.025635,7.9133806,89.891426,-0.3056447,76.42898,-0.0028735653,57.067345,-8.106658,44.734367,-2.2449973,42.72701,-8.715985,51.96312,-2.53996,74.28389,-7.1469245,102.48512,1.686153,112.25978,-6.627802,113.973236,-0.028005026,131.9874,-3.0415726,164.26935,0.8665437,157.48929,-5.7872076,145.65654,-5.816784,169.69003,jazz
0.27336892,0.0909593,0.15672266,0.00551146,1986.4641714445543,244651.87668915233,2298.223565383796,240370.28761889072,3901.168076837026,2871260.661418099,0.07964917823626161,0.0011674180344211475,3.9644383e-06,0.0,2.8178888e-06,0.0,61.5234375,-145.46452,2490.3599,98.14819,615.9627,-9.12764,1083.4265,2.3046079,233.15215,13.658831,98.23061,11.55368,73.79004,-0.18149324,53.84028,2.0217938,45.716373,-4.2871413,39.512367,-0.07586944,44.666306,-6.9413095,50.328335,1.218813,92.5613,-3.4425673,156.3141,6.361814,179.32237,-0.47454748,180.33241,5.0513763,174.15657,-0.5640406,216.42154,3.6856391,228.26572,-2.4788516,194.28662,-2.9025238,162.90831,jazz
0.2722769,0.09471865,0.14514253,0.006197152,2048.438565342968,494080.43163972703,2767.1919539003793,219253.86142654455,5032.12790474434,4657483.925924039,0.05386891084558824,0.0009215923958713949,5.0323587e-07,0.0,-2.3353876e-05,0.0,60.09265988372093,-182.38908,2092.517,93.157845,634.7421,36.950306,330.72147,15.0854,163.96735,13.902946,107.504234,8.523648,111.846825,-1.6538906,97.13932,0.23229031,66.02625,-4.7583447,52.955597,2.2309458,41.955265,-2.9193954,40.23138,7.3447576,68.49054,-1.3149488,78.11644,4.419587,104.729004,-4.2669787,122.0793,1.0133697,118.67445,-4.250075,124.42151,0.6808812,134.08812,-3.482548,106.775215,-3.0734904,110.98713,jazz
0.23477666,0.08934914,0.13104135,0.0056039062,2334.080465545982,868365.5578857358,2833.335255183705,230252.24062672802,5549.574775813903,4918118.941643723,0.0738782380756579,0.0031432383331818164,7.157157e-06,0.0,-3.8330613e-06,0.0,123.046875,-177.97298,2227.1926,86.52218,866.98474,30.971355,339.17468,10.216671,181.07547,10.671126,108.90579,3.2457392,92.315315,-6.80388,69.68518,-3.1059055,63.105686,-8.244361,56.21812,-0.29166237,59.437084,-4.1050134,63.88587,5.8229246,94.04791,-3.4363432,101.3182,3.8449564,119.56041,-4.8623333,119.23716,0.38115042,134.2636,-3.8319323,130.46347,1.934151,139.29488,-2.0121443,133.00447,-2.337883,143.6703,jazz
0.24100436,0.08810174,0.17408393,0.0038121846,2190.1348706299386,396818.5769444085,2431.8097602112543,222158.0195127375,4426.623232814919,3344411.842087106,0.08773567506772446,0.000983202031456071,1.4937329e-05,0.0,2.6147005e-05,0.0,123.046875,-124.98024,1714.8899,88.010056,545.1571,-1.4920726,497.1295,13.620192,231.30396,11.476211,120.625084,3.2964876,87.26074,-1.0270792,80.10248,-4.036548,52.992805,-12.029445,53.740772,-5.4456787,52.909992,-8.800838,92.74838,1.3922724,128.80432,-4.1354704,158.60663,1.0516261,131.01636,-9.462431,188.59663,-4.0338154,237.94461,-5.5703626,164.50177,0.5586485,150.55699,-6.1292515,176.28474,-7.809553,172.3368,jazz
0.25828186,0.08545166,0.18584377,0.002431459,1869.402020554493,194966.4372813856,2233.499734731612,136948.3832289304,3558.953479495211,1867713.1675280381,0.07841146841137771,0.0006936263172659105,7.891202e-06,0.0,4.353887e-05,0.0,63.02400914634146,-119.71046,1288.2778,103.3466,410.18326,-1.3418392,502.53604,14.424289,196.0036,11.340758,93.8084,1.6911446,98.72069,-3.2463503,75.38232,-4.0303974,52.98596,-13.226606,43.98215,-6.4861083,50.63151,-10.924569,57.53489,-1.0536506,81.957214,-6.9970713,101.3716,0.87493545,93.60651,-9.323357,120.499855,-4.882357,160.36687,-9.297493,154.52965,-3.3211353,151.18192,-6.7810173,148.16426,-5.2983255,160.19849,jazz
0.26478657,0.0894127,0.16904667,0.0043738307,2005.0006584456644,290880.8650039923,2362.1567951486254,224540.5408273773,4055.6004763387673,2916252.1950789345,0.08216994908571981,0.000965313046256822,5.2028014e-07,0.0,-1.7359913e-05,0.0,63.02400914634146,-132.55977,1623.3696,97.797264,531.4666,2.6652715,614.16003,15.87214,197.55573,14.808949,119.94511,5.59258,67.08662,-1.0668852,66.429756,-3.2314415,75.79884,-11.430964,56.737022,-4.7616334,50.855625,-8.525943,78.26558,-0.72764885,108.86301,-6.947697,89.672554,-1.619871,75.87927,-11.092711,123.14751,-3.5006292,128.86086,-5.59765,84.96586,-1.3039584,156.65952,-7.2116,202.3546,-5.541844,183.81213,jazz
0.2540725,0.09401763,0.0730722,0.0011918349,2041.7817946527414,812816.1311014435,2010.5298660767016,188725.14532223716,3757.685611122533,2404208.9326087674,0.1073224802873452,0.005538032420947878,2.8130823e-06,0.0,-3.0025717e-06,0.0,75.99954044117646,-234.39677,5906.943,87.57997,2017.9391,-16.532654,1220.0115,27.138332,287.2959,0.029476013,339.40936,0.040450815,264.36328,-4.446711,218.16513,-6.138154,94.29412,-10.29235,158.92296,0.15243709,170.24612,-6.8344336,107.346085,3.461633,78.91839,0.07438801,139.05577,3.5470314,171.81667,1.9428416,153.80296,0.67383325,102.124855,-1.7818952,146.87679,3.496578,152.23056,-1.4482561,137.48991,3.4999456,139.07664,jazz
0.24222195,0.09836587,0.06040804,0.0008909067,1697.8675635246063,729111.558134176,1939.0515219338647,157582.48433420906,3175.8807958833204,2252116.2117737457,0.07633211590557276,0.004285392535081434,4.4799273e-07,0.0,4.8387265e-06,0.0,75.99954044117646,-268.69644,3804.317,109.281784,1176.9629,-4.1394587,899.7854,36.857327,340.3973,12.18791,312.16586,2.899177,218.37471,-0.60656226,186.10684,-1.8298763,93.61492,-5.3897038,103.29053,4.420432,108.957634,-5.623078,83.86242,2.1908362,99.45966,-0.54448426,73.83274,1.1243702,77.96733,3.3265026,90.583916,-2.288948,96.69341,-0.14416939,140.09349,5.559325,90.524506,-6.131315,118.901085,-2.0056887,98.220566,jazz
0.25932354,0.098922685,0.056396212,0.00086354703,2090.1750024111525,930193.3257938554,2508.7767334100504,476848.32395852654,4756.887902416312,6165994.319093058,0.07360764258417182,0.004598032809430236,-1.1589447e-06,0.0,-1.7084636e-05,0.0,71.77734375,-264.80844,4247.578,104.12079,1246.6915,13.91888,902.12085,21.670088,531.6719,17.797419,687.0445,-3.9609854,419.85333,1.2660319,239.98843,2.7345989,125.05314,-5.0062103,200.60896,-0.6288695,160.74884,-5.956052,138.997,5.912441,100.44884,-6.4888883,138.1755,0.79609215,117.88949,-3.631972,85.64317,-0.09874522,82.485756,-3.3819375,61.98821,2.2787883,77.81505,-3.914003,92.96735,-3.0748067,80.15294,jazz
0.25884822,0.0956282,0.060371734,0.0006598416,1780.8686993444062,862279.2282741088,2053.3265467807414,258289.55852296442,3566.7617656129064,3297726.287246695,0.071589892124613,0.002849426355365504,-4.9444213e-07,0.0,1.854327e-06,0.0,75.99954044117646,-244.29842,2590.9539,115.77707,1255.924,-3.8614423,735.12946,31.99891,420.53845,10.80286,258.46915,-1.9273682,293.03165,1.8868166,146.04427,-3.759655,130.63196,-8.479361,129.87924,3.197989,89.161125,-8.969749,109.06995,3.0940027,72.11558,-1.9827328,78.56506,-2.5051804,98.40906,-2.9831626,89.50441,-3.40428,82.7728,-4.4900236,60.78102,2.6331592,75.41047,-2.6691496,105.8033,-1.9232635,89.78024,jazz
0.2630632,0.09738159,0.06310183,0.0009337645,2127.0128733960532,1086859.092037037,2494.166963309169,344613.50424211903,4708.213196745598,5642490.204602718,0.07903807082043343,0.006529346367670427,-3.0961257e-08,0.0,1.0284311e-07,0.0,73.828125,-241.63438,4445.029,101.25173,1418.861,15.733273,651.7874,24.891207,414.053,16.756222,464.27524,-1.3521504,368.22183,2.2765326,280.79092,-0.81911856,134.19821,-8.713637,147.065,-3.612694,129.73582,-7.5085697,88.99316,2.0830636,79.837234,-8.430528,106.04182,2.997191,101.01876,-1.8161869,115.179794,-1.0703287,112.006195,-0.56436074,142.2832,3.8649812,120.34547,-3.6163719,101.30662,-3.8491042,107.922745,jazz
0.23176524,0.088374116,0.08033603,0.0011313591,2014.6346113100628,237497.21614070018,2243.9753930283846,164895.85546631078,4028.0006432311825,1511473.1769211467,0.08532261331753097,0.0013111254265701238,2.6083114e-06,0.0,-3.537132e-06,0.0,73.828125,-198.904,4109.087,97.535065,505.10043,-8.641053,615.72174,32.34631,424.17032,11.569658,305.92334,-4.7022038,214.15254,-1.6244081,170.78874,-2.829724,138.70563,-11.495163,117.56684,2.494271,132.66692,-9.754234,127.734856,4.575486,84.14232,-1.9138103,95.323166,-0.24696903,140.4716,-1.1248715,133.97656,1.9720849,139.53998,-0.55813724,183.23718,4.640455,124.16138,-0.3131817,138.05338,2.1419115,165.89548,jazz
0.25414944,0.09732696,0.051288668,0.00082134333,1574.799345082112,321601.28242539434,1993.6388704167605,266628.10461119004,3221.0471894349844,2484454.2402660395,0.04905866026509288,0.0007496688382367277,-8.376584e-07,0.0,-1.2462921e-05,0.0,135.99917763157896,-303.5252,6433.652,101.057014,1167.9336,-9.318025,921.5716,26.089735,397.06274,8.988578,104.34056,20.316746,153.80399,-11.028509,125.10592,3.6047602,114.28892,1.8191719,59.43321,9.430718,44.015545,-5.255552,58.422165,-1.4778655,38.75688,-5.506439,43.603745,-1.1271021,25.73495,-1.8529786,31.245485,-1.5910852,55.434895,-4.93154,29.80671,0.6798238,27.369946,-6.746569,39.536736,-2.3365307,130.56604,jazz
0.2454452,0.09361005,0.07544085,0.0010643379,1327.035492201663,109029.10338851625,1861.7630809848888,111685.42498487908,2555.80954536934,1270339.4514685932,0.04491582817337461,0.0006450927297872628,3.3737786e-06,0.0,1.1606541e-05,0.0,151.99908088235293,-266.95862,2404.295,117.593506,638.5286,-0.29007488,559.89935,22.797903,292.66565,5.126907,113.42867,21.505009,85.11073,-10.820411,106.871315,6.5054526,57.247314,-0.17650975,62.739727,6.185321,36.77728,-4.966712,38.68323,-3.1933367,36.2997,-7.5799966,38.946224,-2.2536852,31.060453,-1.4961928,33.352592,-0.29098493,46.361134,-7.642218,53.877808,-1.000124,51.068848,-6.3901806,55.087437,-4.336935,82.62915,jazz
0.24293539,0.09554611,0.07440691,0.001052111,1271.7795818366078,235973.44022718063,1890.1957156557169,158406.00379310554,2458.443467462026,2219427.448423345,0.03831760654508514,0.0006052565938401781,-1.6052692e-06,0.0,1.6998392e-06,0.0,129.19921875,-283.66318,2335.1553,119.313446,892.912,15.2032795,536.3108,28.311502,324.4627,2.0874364,87.040794,19.902924,76.530304,-12.596202,104.07167,5.208903,65.351036,-3.05203,52.89984,4.604017,43.390087,-4.6720986,45.875797,-2.2642343,36.687943,-6.59359,43.277584,-1.6214716,36.270187,0.86776763,31.06825,0.8290806,41.41477,-7.27099,40.75624,-1.9792025,26.02855,-5.7848773,32.072403,-5.1043525,57.74596,jazz
0.29962423,0.09680355,0.0679087,0.00086684263,1297.8022484773458,168404.26974426635,1787.8462771927998,175787.23348048233,2465.401758719524,1654537.9573546064,0.043762395994582044,0.0004300219885901588,3.1620718e-07,0.0,-3.6526894e-06,0.0,83.35433467741936,-274.25845,2900.8315,125.19964,877.94464,-2.9885209,1008.43414,23.22557,381.77512,6.3321486,102.17069,24.265692,76.52045,-0.6368334,83.15671,10.899132,71.21078,-8.458291,72.06484,1.2677759,44.446995,-2.8806694,38.503605,-0.9818786,30.409336,-5.0109453,31.1227,-3.0973203,22.854685,-4.256173,28.49093,-2.5905547,41.053974,-6.7668977,51.328075,-2.7344494,50.79474,-5.649213,51.949974,-1.438143,108.61783,jazz
0.2783689,0.09923088,0.08543239,0.0021656908,1374.1083071845208,132930.0731752859,1699.6076544277928,181565.89240540325,2547.5929283874325,1327358.2257859423,0.05785528129837461,0.0009191964067278973,-1.3584444e-06,0.0,-2.1121223e-06,0.0,83.35433467741936,-259.30582,3821.7495,124.15058,689.35846,-17.3604,1619.9244,21.603884,416.5629,5.592136,87.92686,22.202566,75.214294,0.4382987,74.315285,8.823311,71.15499,-7.153487,46.011063,2.9977252,42.99437,0.7648803,97.41789,2.8460248,111.717155,-1.9919682,95.93686,-1.3769178,119.100555,-2.2851071,157.32573,0.7803889,159.34215,-2.4798524,142.82251,-0.9243001,128.45895,-6.213702,124.216125,-3.1156332,126.26775,jazz
0.28760496,0.09632346,0.06768645,0.0012009935,1433.8254152521122,108270.18038119846,1707.0795437835561,152510.2392251527,2614.1425259711204,1078174.5876871243,0.06257823081946594,0.0009559809672831233,-1.1360675e-06,0.0,1.0550583e-06,0.0,80.74951171875,-266.41226,3436.986,122.63354,486.24158,-23.789919,1468.9977,20.167734,295.51465,7.9295983,83.161835,24.265663,77.75101,0.9645726,70.037636,8.01083,47.21003,-6.7508864,36.866093,1.6205645,35.65817,-2.8397388,38.696953,-0.4371749,35.704674,-3.1299613,53.65588,-0.99749726,109.54228,-1.5383344,133.37881,0.6927731,123.436775,-3.0571604,135.14618,-0.006837638,174.99103,-3.9354138,174.84866,-1.3311206,128.21907,jazz
0.29531702,0.09424003,0.06235404,0.00091120857,1484.7206082057494,181906.20199419904,1830.784030690583,127179.76001469565,2773.591561804615,1380723.5298430498,0.06341004740712074,0.0011808034481957603,2.1854005e-06,0.0,1.0028877e-05,0.0,86.1328125,-265.56268,3112.3716,115.16989,717.3006,-16.205921,833.27747,21.797054,249.2848,10.582306,86.66443,23.540207,79.72615,-4.141333,124.25665,6.7933383,61.484264,-1.025092,78.06386,0.53619486,80.387856,-4.704227,51.562874,0.38055494,44.05662,-6.4925714,44.65653,-1.4294056,38.62496,-2.2951872,44.94118,-1.9541523,73.17536,-4.194814,135.36458,3.0426204,146.28355,-1.498688,107.42066,-0.6512643,131.00305,jazz
0.30190492,0.09716297,0.06216074,0.0010156075,1364.28193435276,256923.71320247438,1850.6356226846824,179013.4405724487,2651.6922989127806,2143331.495931978,0.044900711106811146,0.0006997211748519214,1.0878747e-06,0.0,-5.63253e-06,0.0,86.1328125,-279.5731,3267.7043,121.64147,938.5296,-1.6366352,856.4853,26.679815,281.8365,8.44711,98.865555,21.793402,76.5978,-7.878368,83.5093,5.0792975,64.99847,-0.51945657,54.443874,6.4276905,46.59253,1.6987356,96.85671,2.2036786,78.58289,-3.6819286,61.294384,-2.115558,77.12966,-1.1330777,69.74914,-1.5208974,49.2294,-6.4593625,45.80226,-2.238429,31.949022,-4.9996653,47.44615,-0.61316866,57.495125,jazz
0.24672021,0.09218126,0.07223598,0.0009316168,1450.1119485351885,80539.90089813073,1678.6137814765548,110106.81861599999,2548.8762539606714,792235.7657634531,0.0704205870259288,0.0006854790080816157,1.6964965e-06,0.0,-9.804402e-06,0.0,83.35433467741936,-254.19188,1835.2887,123.327736,469.76645,-25.747139,655.6852,18.106379,188.71817,6.826859,78.78014,20.95083,79.22612,-6.833176,77.30024,4.2279515,64.96222,-6.5188236,54.986183,2.7178097,47.63138,-4.001127,65.336,0.56646013,78.73251,-0.13809827,138.57013,3.4587603,202.44739,0.29749513,154.87811,-1.1402524,148.65475,-7.10471,187.43945,-3.8308241,161.43463,-5.0961576,142.17961,-0.48443612,136.62753,jazz
0.30651465,0.09735733,0.023866834,0.00032548918,873.1026898736203,199187.52379716176,1710.0952685930363,317565.43278962106,1373.8833589819562,1611485.693504591,0.025944665489551082,0.0002566813253698459,-1.6341097e-07,0.0,4.385746e-06,0.0,117.45383522727273,-463.9613,2496.2017,143.85408,1642.083,49.011433,216.94867,15.943964,250.80846,12.634539,103.87638,7.657579,104.031235,3.8605602,101.84061,2.1966856,77.060875,1.2985188,77.25847,1.9397345,75.037094,2.7916467,59.645893,6.4448633,46.10741,8.138778,52.061066,7.8955956,71.316124,4.414919,69.375626,3.740703,65.05007,2.065422,56.321968,1.2777265,36.06467,0.15516272,27.547195,2.9349954,36.88015,jazz
0.3410815,0.102630295,0.032303672,0.0005802623,1269.7233387876415,411285.1003661261,2120.5766367971773,321038.05705694866,2641.692359381047,4044228.1363830715,0.03151265903154025,0.00040758673650946543,-9.3750043e-07,0.0,-7.552859e-06,0.0,135.99917763157896,-398.7627,7838.6743,109.90613,1185.0304,36.88113,401.81458,36.374176,256.6984,15.514207,239.486,12.464955,144.45076,7.791259,101.10433,1.1892378,111.867065,6.178568,104.96685,8.09279,79.887375,4.3973045,76.30921,4.030935,70.55328,8.124859,53.45784,7.15669,22.166693,1.8179812,21.114428,5.0982685,20.53125,-1.1300876,23.014183,0.13312516,19.882963,-2.4300327,16.791737,-0.51783913,18.600988,jazz
