chroma_stft_mean,chroma_stft_var,rms_mean,rms_var,spectral_centroid_mean,spectral_centroid_var,spectral_bandwidth_mean,spectral_bandwidth_var,rolloff_mean,rolloff_var,zero_crossing_rate_mean,zero_crossing_rate_var,harmony_mean,harmony_var,perceptr_mean,perceptr_var,tempo,mfcc1_mean,mfcc1_var,mfcc2_mean,mfcc2_var,mfcc3_mean,mfcc3_var,mfcc4_mean,mfcc4_var,mfcc5_mean,mfcc5_var,mfcc6_mean,mfcc6_var,mfcc7_mean,mfcc7_var,mfcc8_mean,mfcc8_var,mfcc9_mean,mfcc9_var,mfcc10_mean,mfcc10_var,mfcc11_mean,mfcc11_var,mfcc12_mean,mfcc12_var,mfcc13_mean,mfcc13_var,mfcc14_mean,mfcc14_var,mfcc15_mean,mfcc15_var,mfcc16_mean,mfcc16_var,mfcc17_mean,mfcc17_var,mfcc18_mean,mfcc18_var,mfcc19_mean,mfcc19_var,mfcc20_mean,mfcc20_var,label
0.33562672,0.09045444,0.09505361,0.00071226904,1712.0357640599425,167471.23018399684,2325.949151993732,122955.3000804018,3828.843514173762,1772481.7690256631,0.05867387045278638,0.0004938462964562607,-1.0609493e-06,0.0,1.488482e-05,0.0,172.265625,-172.18184,1106.7955,115.3008,334.06985,19.394337,246.95688,22.955397,77.83784,5.478725,64.31231,5.7989163,73.35522,-6.5491652,64.78962,6.2852697,83.728775,0.73287475,69.60294,4.8138514,66.66835,0.0932348,62.718357,3.2379036,77.22295,2.8381953,76.02336,7.754623,76.010475,0.061173797,52.148323,2.9825935,49.736004,0.57942015,41.992302,3.9289894,50.193863,-5.126063,96.51531,3.9100192,88.600006,jazz
0.30458885,0.086328715,0.09696868,0.00068763766,1723.258029163303,187872.98926911302,2369.8376285793056,132248.86458294434,3958.1427323190787,2106209.6729995045,0.057952030524380804,0.0004135382097861081,1.5572067e-06,0.0,-8.10013e-06,0.0,89.10290948275862,-171.9798,1019.3695,113.68859,349.9778,22.828985,217.9644,22.164452,66.97679,7.4034963,47.008316,10.177153,49.55974,-8.511378,68.27059,1.3121991,65.86824,-3.1379364,55.180637,3.9500217,63.267662,1.9721767,73.781906,7.321169,74.64522,5.604884,88.34421,7.969888,62.352337,-1.5897065,83.474525,3.9890053,70.028404,0.098984726,43.88417,3.5918684,50.90095,-3.0556698,77.27765,3.3895195,87.75981,jazz
0.28662938,0.08659575,0.093555994,0.00066227524,1687.9963504419304,215761.52593591495,2319.0675683856043,165325.324982072,3794.5103884481423,2330270.685480957,0.057544625580495355,0.0005150190941490735,1.0960673e-06,0.0,2.0084713e-05,0.0,89.10290948275862,-185.87726,1107.5455,114.20372,417.69128,21.84911,320.31854,22.720772,75.278046,5.629875,51.703846,9.199531,96.965034,-5.0548615,88.3978,6.589912,84.5979,1.9556491,54.16095,5.4678936,82.98093,0.20871897,83.98098,3.2450647,102.50486,1.4293413,114.62597,8.576699,85.70687,2.7029653,68.716805,6.373101,52.96503,-0.44627148,47.006042,2.2723713,58.554955,-5.5896187,114.57608,3.8047502,86.12376,jazz
0.33869082,0.09119734,0.089032225,0.0006269836,1784.466212572757,220874.8846736105,2468.666354160369,130065.8531482282,4260.257572138642,2224475.2996674953,0.05434585429566564,0.0004924254299088825,-6.721335e-06,0.0,-2.9429777e-06,0.0,89.10290948275862,-180.56195,827.97156,109.72256,356.54437,29.000004,213.88025,23.471241,85.0786,6.1983314,44.503143,10.286958,55.10982,-8.140911,48.267845,2.4056563,60.00058,0.5112268,48.394146,4.4179263,82.44455,2.2224636,71.48646,5.094323,64.20075,2.1455603,92.0834,5.841372,96.971634,0.49059582,75.1874,4.385111,61.86015,0.4398835,50.219166,4.2020435,57.39163,-2.4531097,71.782845,5.898874,93.61029,jazz
0.33279186,0.08810514,0.08294211,0.00071002264,1819.0884480783143,210621.2064029072,2462.5989538469944,132426.52962740816,4287.690739587365,2058339.587206752,0.061049139536571206,0.000545471434327928,4.9520673e-07,0.0,-3.6446814e-05,0.0,172.265625,-181.10118,953.5747,108.89372,363.88318,23.602634,210.3497,22.272438,109.89029,5.2683644,36.205296,12.141781,54.346096,-0.3280069,48.63725,5.7501106,53.128433,0.769968,48.26923,1.4247553,43.386665,-4.1899056,47.892555,-0.4490295,59.90463,-0.9395319,82.25628,7.3046346,54.5742,0.59661996,68.38533,4.5252757,57.242588,-1.1837342,45.463074,-1.7448783,54.827732,-5.9201365,81.506905,6.1000075,52.60002,jazz
0.27291852,0.08827877,0.070662595,0.00059063657,1656.057362709002,171355.2868645665,2344.5102994694375,121998.0789880889,3776.7771623452013,1954115.335170149,0.05479105190595975,0.0004266027864732364,-4.7468552e-07,0.0,-1.0097033e-05,0.0,58.72691761363637,-217.21611,1253.7804,112.09919,304.79987,23.176985,220.72281,22.467106,58.22463,4.846105,46.80531,12.358134,32.73083,-0.16389115,41.05566,2.490042,38.381107,-2.4518127,42.74984,3.9692616,45.2284,-5.73201,30.286055,-2.9899368,36.896896,-6.294958,66.943924,5.0788074,54.42901,-4.458537,49.981045,4.597046,60.28195,4.1305413,81.16273,0.21515417,95.91884,-0.35566404,90.88187,8.013545,83.32178,jazz
0.3170471,0.084244266,0.07480782,0.001303699,1722.6415259149776,235740.66133865243,2361.1666811545656,141058.0438013955,3976.4009552474363,2130575.769641152,0.057747950125773995,0.0007347169934701763,-1.7335988e-06,0.0,1.8020412e-05,0.0,172.265625,-201.70206,3637.9783,113.047295,384.25446,22.19704,364.8983,25.239798,101.38979,2.4462218,62.50145,11.360035,62.415417,0.4110886,42.684616,2.1163616,38.96623,-5.496805,43.736202,4.6218133,50.92847,-6.810836,32.743214,-3.5223975,37.018764,-4.22221,39.237743,2.4319758,33.051285,-6.2330575,31.220707,5.7831745,37.844852,8.770866,77.55859,0.6685496,67.82324,-2.2919433,69.694214,5.065405,54.012905,jazz
0.22284037,0.09340887,0.11516603,0.0021552404,1976.982071878787,376383.78102447995,2536.6275762352343,186860.98560690848,4848.945679088864,2536804.043479374,0.05575741038602941,0.0006515060377954633,-2.913736e-06,0.0,-6.5095696e-06,0.0,135.99917763157896,-204.42671,4302.0215,83.328545,761.3441,25.239292,184.7684,35.461227,102.180595,13.13668,58.458023,13.832529,37.13199,-3.3934708,71.61653,6.80148,25.99692,-8.762665,55.08048,2.2923293,33.63678,-3.6206014,48.66094,-4.2880745,113.12892,8.092164,200.45319,9.865814,130.03108,-1.4315529,74.85204,0.97848463,87.13507,0.8924895,132.86751,-4.7713895,134.25845,-0.77118844,71.403885,-2.5097256,128.94429,jazz
0.22890545,0.09251483,0.12550052,0.0045912787,2510.1222029320907,1263233.8599819103,2709.966178295056,94468.84453443807,5739.606960048616,2811861.305890935,0.0999328802244582,0.014727462715938928,6.1726423e-06,0.0,4.409135e-05,0.0,135.99917763157896,-215.75261,3179.3838,60.972427,1820.4485,35.695038,240.62129,39.30882,81.61073,12.217263,60.880573,10.258253,67.471016,-6.556639,121.59365,8.792028,36.817272,-5.268014,58.747936,5.59498,55.379963,-3.9299831,87.595856,-7.1874895,128.53893,7.9806848,101.24088,2.59201,140.13521,-4.9992266,163.88127,-0.59472966,132.02753,5.243667,117.46391,-4.046765,124.25328,3.19477,131.96548,2.4014988,130.00066,jazz
0.22550939,0.08877827,0.09953036,0.0031313645,2517.053635881111,1555344.9356949574,2595.9360722769584,96729.31695955916,5334.5594093157415,3552846.4995916574,0.12510392983262383,0.01990375438834828,2.7993347e-06,0.0,2.755562e-05,0.0,198.76802884615384,-228.7101,2997.603,65.85009,2023.6243,33.139465,237.76233,40.042812,65.95374,10.667745,52.838696,10.766067,57.59778,-5.1481786,84.29427,9.612374,53.732113,-5.295074,65.555244,4.576573,101.55886,-4.225791,91.87682,-7.0049953,124.36677,7.0956206,116.03042,2.7253919,140.33896,-2.074074,102.14222,2.5085616,98.989494,8.781681,148.4933,-1.8197025,130.1657,2.644676,136.45322,-1.1377012,154.3069,jazz
0.20877007,0.0897364,0.11515106,0.0027752763,2198.6329838929823,789186.4109660696,2597.5977415265857,108729.06609325547,5100.71915664909,2901835.282836431,0.07927540876547988,0.005630011201072812,1.8535835e-06,0.0,4.5961526e-05,0.0,117.45383522727273,-224.79712,2483.5205,70.3758,1525.0033,36.465454,239.34193,40.4142,103.45967,11.494807,84.97563,10.158107,67.04315,-7.2365165,99.46731,8.754349,37.02896,-6.164012,58.29736,5.700261,45.600918,-0.8996635,87.22076,-3.608613,121.70199,12.213147,197.84557,7.409355,111.267876,-4.641222,119.94246,-1.4158448,188.00148,6.4629045,173.05827,1.4930365,122.51376,5.0844407,162.43889,-1.794077,194.02371,jazz
0.24104975,0.09112937,0.10861162,0.0039623347,2605.9114996858557,1279244.9365744467,2646.24964110631,111974.79691737669,5535.058196927002,3323877.192025518,0.11952573227070433,0.011126735135685083,2.1985613e-06,0.0,1.0603007e-05,0.0,112.34714673913044,-224.0947,4276.147,57.622677,1831.3214,34.45991,307.85443,41.558224,115.77905,10.853733,65.87788,10.104427,69.628784,-5.3693194,128.03381,9.737904,45.393017,-6.226702,99.22666,5.8071446,44.9712,-2.791392,87.49292,-6.4395876,174.817,12.394196,196.98116,8.632337,136.69765,0.8334436,136.5536,6.2957945,140.82495,11.017549,198.25676,0.65627825,144.02791,1.6608934,136.41869,-5.547592,172.30896,jazz
0.28966227,0.095088445,0.11265901,0.006646493,2226.475477466088,1163083.9089527654,2404.8182143266863,312535.2307929353,4703.179893847959,4530553.147661449,0.09909615059017028,0.008038293582456208,-3.8609323e-06,0.0,2.1537905e-06,0.0,117.45383522727273,-214.70457,17851.428,84.60075,2156.619,18.04158,803.1413,30.730923,184.17313,6.0184345,118.9504,7.7970743,69.89222,-0.6499409,120.06937,7.0733056,71.707726,-0.9663357,92.70932,2.4395254,77.80432,-5.657994,71.20176,-2.9267352,83.77981,4.0294967,109.0954,5.889588,95.037796,-0.59842694,110.01409,1.2320625,105.328995,4.257285,105.23072,-2.2095673,66.43568,-3.3242273,120.30847,-1.8850929,128.26385,jazz
0.30253318,0.09098031,0.12131918,0.0034152332,2193.898169711156,352184.90527158143,2394.3766463398215,162944.3980510456,4582.93062097886,1799510.5767984465,0.09364833772736068,0.002916380162031299,-5.7996567e-06,0.0,-1.7464521e-05,0.0,112.34714673913044,-160.72035,3967.3533,77.054214,716.747,2.5758486,675.57996,36.452938,105.73024,11.037495,77.92457,7.415251,52.56247,2.3435545,95.46359,5.5904565,57.668766,-6.6703625,65.12857,5.2715654,62.042255,0.77177554,49.86151,2.7267373,52.982235,-4.4428453,51.507824,7.0121746,45.66674,-0.48487803,88.2533,-2.8288107,105.996155,-1.379015,137.76253,6.8604107,110.01768,0.33212036,132.99672,2.4042647,149.88312,jazz
0.31141177,0.089556366,0.12963443,0.003305095,2070.7778450039455,327251.6265160292,2343.487757677945,173124.05554542897,4336.515444351055,1980032.5791636996,0.08293449472716719,0.002393661429263682,8.48445e-06,0.0,9.345921e-05,0.0,112.34714673913044,-150.17987,3928.2625,85.89163,593.47705,0.5940355,852.79865,36.791897,123.35204,11.325198,80.57526,7.409144,55.53734,2.419374,78.79028,4.392377,76.36749,-7.883154,77.020256,4.183369,53.998253,2.7895827,55.822876,5.360444,32.844776,-3.0554748,56.986164,6.5712347,47.32809,-2.093649,59.426556,-2.8621056,75.86671,-3.3104804,83.61421,3.8932912,69.49107,-2.4249313,90.43244,3.068069,102.83855,jazz
0.30820638,0.090673,0.12905096,0.0030455429,2037.1564152734397,339986.1362715091,2325.5934067452968,177450.12557899833,4248.007646212268,1961632.1870409022,0.08065181767608359,0.0022314499899869105,1.290539e-06,0.0,2.904601e-05,0.0,112.34714673913044,-148.89418,3212.2168,88.702774,706.90564,-0.5897756,704.2297,33.424126,126.91871,11.3348,82.59441,6.530228,78.75307,1.2021846,85.89871,3.3959296,62.960827,-5.9991937,67.704544,2.841462,55.903793,1.5276614,53.605396,2.911003,34.547615,-3.8006508,43.73817,5.16023,40.928543,-4.2658863,81.88337,-2.0130355,101.967804,-2.9470642,97.08463,5.449777,83.75684,-0.10392492,134.54231,6.48167,139.77284,jazz
