,chroma_stft_mean,chroma_stft_var,rms_mean,rms_var,spectral_centroid_mean,spectral_centroid_var,spectral_bandwidth_mean,spectral_bandwidth_var,rolloff_mean,rolloff_var,zero_crossing_rate_mean,zero_crossing_rate_var,harmony_mean,harmony_var,perceptr_mean,perceptr_var,tempo,mfcc1_mean,mfcc1_var,mfcc2_mean,mfcc2_var,mfcc3_mean,mfcc3_var,mfcc4_mean,mfcc4_var,mfcc5_mean,mfcc5_var,mfcc6_mean,mfcc6_var,mfcc7_mean,mfcc7_var,mfcc8_mean,mfcc8_var,mfcc9_mean,mfcc9_var,mfcc10_mean,mfcc10_var,mfcc11_mean,mfcc11_var,mfcc12_mean,mfcc12_var,mfcc13_mean,mfcc13_var,mfcc14_mean,mfcc14_var,mfcc15_mean,mfcc15_var,mfcc16_mean,mfcc16_var,mfcc17_mean,mfcc17_var,mfcc18_mean,mfcc18_var,mfcc19_mean,mfcc19_var,mfcc20_mean,mfcc20_var,label
0,0.28642318,0.094261676,0.10862145,0.004204462,1819.5170746655408,944235.5947313434,2066.5426249613542,458299.76057855226,3799.935355644108,4474687.747173249,0.07203320010158669,0.004037926487913801,3.990169e-06,0.0,4.028858e-05,0.0,161.4990234375,-198.921,9814.879,112.388596,1642.8862,-1.7903274,720.0112,26.739231,380.33395,6.3754506,286.473,-5.990526,147.64603,-15.61188,123.20927,-5.645802,137.66376,-10.568978,191.37794,-11.475453,275.73605,-11.691128,108.379326,-3.3149912,91.435974,-13.494496,69.18645,-10.957481,72.85289,-11.294405,90.73868,-5.8260016,66.811874,-10.092749,96.01686,0.7348451,69.76497,-0.5487374,177.57123,4.3156376,78.80421,rock
1,0.29865396,0.08942636,0.15728247,0.004283341,2060.521749491916,1239526.4089082703,2258.8375272107314,355217.11637224053,4249.874301591525,4792085.616763654,0.08753499600909442,0.006857211309909239,-2.9720625e-06,0.0,3.5855235e-05,0.0,161.4990234375,-132.26874,5533.9546,103.59305,1804.6981,5.380414,521.9292,21.653425,448.29233,3.496743,211.51468,-2.486826,138.68097,-21.240967,132.53423,-8.140244,150.1403,-16.810448,151.36545,-7.2504506,197.07326,-16.264093,89.87656,-9.285208,61.98839,-14.192425,72.24656,-6.712219,64.23913,-8.398943,45.76871,-2.3134537,58.56521,-9.042836,101.88881,1.6803231,72.6522,-9.720179,73.35847,-1.9648408,78.881165,rock
2,0.29076728,0.087379605,0.30898666,0.008036727,1947.1564885403052,462166.0942581137,2321.357734334015,215677.66432802717,4028.217308587703,3106957.7126205023,0.08416540187209752,0.0014261578284709977,1.7470805e-06,0.0,6.369516e-05,0.0,161.4990234375,-31.386961,1635.0641,114.9597,502.54712,2.9579883,449.6016,8.625134,304.00137,3.5063438,240.27242,4.361743,112.97993,-7.3912153,151.51411,5.3311706,80.26726,-12.200875,97.52994,-1.5079278,82.32128,-1.6902608,87.16175,1.2086715,81.01885,-3.1503792,89.31125,2.2721934,55.336918,-2.972007,50.06274,3.840057,48.388313,-8.02215,52.61905,3.4483721,48.97909,-8.3343525,45.5534,-2.5878346,66.65198,rock
3,0.33971947,0.0859696,0.27183267,0.0059495345,1850.7539609049518,541705.7316324353,2271.4275129850985,216404.391029512,3877.9682171234035,3170730.7024761913,0.07596703874806501,0.0016508594438540624,1.2517416e-05,0.0,3.750168e-05,0.0,83.35433467741936,-45.871536,2446.7737,119.54869,759.2863,8.5099535,457.29587,15.831073,302.58612,3.0449717,225.72739,7.7078996,106.36066,-3.2450294,126.36857,1.6174992,86.30363,-13.323397,104.74715,3.2676687,148.45444,-5.9307837,85.434525,-0.27342814,86.131,-3.603629,82.48925,-0.039058957,53.180122,-3.2255414,55.65683,2.798446,50.281624,-6.630185,63.586132,3.7412982,45.913918,-8.575947,50.180477,-1.5967277,78.7297,rock
4,0.31165114,0.086337596,0.3060556,0.0065752524,1974.0401463969824,479090.78600041603,2298.2322467593135,168349.60340982635,4093.0752497339395,2544669.206484957,0.08572850655476007,0.001999230264090819,-1.06280195e-05,0.0,-7.559515e-05,0.0,83.35433467741936,-26.814634,1433.5609,112.080734,661.0306,1.200193,445.8093,13.520089,331.85297,1.9642489,186.93964,7.9179206,109.741486,-8.540442,161.05965,2.992453,77.7009,-11.182091,111.22693,-2.0650218,116.788734,-3.0682642,78.417595,-1.280419,75.24763,-5.440669,62.29829,0.5193157,50.534496,-3.8967006,49.386185,3.2185035,52.46291,-7.2591443,51.45737,4.428118,47.80038,-7.458069,48.724792,-3.6285205,72.43316,rock
5,0.3140286,0.0848317,0.30903646,0.005354875,1904.0032054457079,376348.1767269632,2330.9678877585443,201785.7810157613,4038.7089118130807,2754754.643539261,0.0783067827254257,0.001007039836320083,-2.1407928e-05,0.0,-0.00015424048,0.0,83.35433467741936,-21.311892,1611.4396,117.37111,567.71924,4.265335,402.10022,8.766762,180.62538,0.3034567,166.18898,2.898842,75.58666,-4.9020276,107.396324,0.6738012,59.188335,-10.416057,70.14599,-2.0287364,78.24476,-3.9691298,81.80235,1.7549571,78.304436,-3.1060786,58.97157,-0.11477595,59.398415,-2.0011835,54.029175,5.3554115,42.96446,-3.3101792,50.621117,3.4726615,45.19343,-6.822822,56.575882,-4.1076493,45.4967,rock
6,0.29771325,0.0879068,0.20577289,0.011300196,2041.2440802659853,336370.7480071567,2365.336678241066,200462.22274196267,4358.473644906153,2344592.165613704,0.08012725546633127,0.001462943214289663,-1.954119e-06,0.0,3.4575234e-05,0.0,83.35433467741936,-86.26854,3362.9148,102.153496,707.61664,-4.0644727,1091.7151,20.891575,191.44846,7.807555,166.23228,-0.52020264,130.53938,-11.620225,177.54878,-7.8193736,90.365,-16.528738,127.87878,-3.2020533,68.27576,-4.828145,74.4485,5.121995,99.40489,-5.530914,68.08768,-0.456015,44.585648,-1.346314,77.62279,4.5565867,103.94812,-6.318018,92.66819,2.3354862,57.721447,-0.55098814,107.704636,-1.1484745,57.231762,rock
7,0.28597474,0.086272135,0.25009564,0.0123978695,2021.8971409063752,489652.479618418,2239.2011343957015,216842.65275460412,4041.217229978957,2656693.0219038227,0.09258787550793343,0.0019045249605324174,-2.7146285e-05,0.0,-3.9488863e-05,0.0,172.265625,-55.197212,3249.7786,108.1852,642.7842,-11.755185,635.8553,13.499241,234.46239,1.6517353,182.4921,-0.46982238,156.62428,-12.468628,134.49043,-0.0007609553,98.43472,-12.461581,110.81978,-0.4727375,112.05343,-6.709319,91.52841,-3.3379824,97.402176,-7.522325,90.04559,1.2682116,60.771038,-1.299762,49.637154,2.144143,48.37237,-11.223449,53.294216,0.7736153,51.42785,-8.681659,56.101654,-3.8920875,72.920654,rock
8,0.32552284,0.08698787,0.3147769,0.0064677307,1888.5845766976302,360696.4562207262,2293.1479585322772,189382.95918965325,3946.8178007993906,2538289.098297251,0.0799530312741873,0.0010296819011612198,3.9247476e-05,0.0,4.0739775e-05,0.0,161.4990234375,-18.80557,1747.122,117.99975,578.5496,0.9625586,336.97058,10.136042,203.84785,0.5914161,175.1651,1.3563284,85.15667,-5.3032,117.02611,0.9775453,58.676052,-9.239176,85.75979,-1.6827997,78.0649,-4.039767,83.68762,1.0106754,78.434074,-3.3130562,77.123886,1.5363039,51.468937,-3.2932243,51.86737,5.6812053,38.715878,-3.7760727,55.061714,3.187307,42.13737,-6.927169,42.79201,-3.9455552,52.22037,rock
9,0.31064335,0.08556286,0.25937027,0.007913805,1749.3651702073737,223216.90856453712,2375.420193893561,159259.6014624779,3872.168252194998,2046439.4899431516,0.05940024550116099,0.0004106452343733078,-2.624465e-06,0.0,3.303859e-05,0.0,83.35433467741936,-65.278465,2335.596,117.389946,422.738,12.71751,287.17007,21.416681,164.46956,14.93563,86.98539,3.2461996,80.72665,-3.8368635,74.62126,-4.4617076,73.65226,-11.064867,67.35836,-1.1645027,46.95083,-4.57604,62.708904,5.325198,71.35152,-0.28968704,54.19547,2.6025374,55.688503,-0.014347702,59.820946,6.8744707,45.89782,-2.106406,54.62523,4.58891,50.20042,2.3001218,69.169395,1.7602086,64.393036,rock
10,0.4221105,0.097311586,0.11483971,0.006227835,2430.34728911814,1452519.0555552393,2425.979098886633,1128711.492411994,5376.167491050696,6695857.500220018,0.09222053079044118,0.0034893836708716672,-8.334007e-06,0.0,-5.656712e-05,0.0,129.19921875,-151.95625,31003.963,61.48209,1060.0829,5.1027136,226.45148,19.551086,168.1746,5.690731,133.04443,9.030143,99.10974,-0.42043832,76.36021,9.264377,80.86087,-0.13230242,63.800503,4.77422,40.10894,-0.03310822,35.487984,2.9963753,38.11084,-2.683658,24.7333,2.9870882,29.479984,1.400482,30.178902,3.6815927,29.799562,0.5177359,27.327974,4.6536155,37.965668,-0.054041684,31.503353,3.538317,32.65975,rock
11,0.41821542,0.08412646,0.16819862,0.0035351661,2757.357620277373,389857.2547150889,2779.5186900393373,117471.82396123311,6091.313166662635,1803200.845571989,0.11325177172020123,0.0017606107242007136,4.2539286e-06,0.0,-3.5564342e-05,0.0,129.19921875,-50.39197,1952.785,76.96274,364.82236,6.1603928,218.04166,27.446661,115.664185,6.49243,119.65627,3.1605494,66.65395,-0.57597554,69.45964,15.092684,59.368233,-5.1680794,79.68934,7.641741,47.616722,5.7447796,60.35308,2.7470918,45.739407,-1.3779342,38.887848,9.019151,34.815212,1.9348515,35.541126,2.8201795,24.21785,1.8824043,23.133867,3.1490965,34.935535,-3.5226862,34.034523,2.3477945,37.017673,rock
12,0.43204594,0.08138737,0.17589322,0.0032881745,2858.3292738200353,512694.9863062036,2796.631452588038,131246.44478793038,6258.28715699376,1772561.8115993137,0.1282505472378096,0.0033385172540722915,3.1680308e-06,0.0,-2.7386943e-05,0.0,129.19921875,-31.949575,1587.2921,77.59131,397.37396,4.425369,238.34029,20.05187,122.008804,-0.6365655,131.15567,4.6911683,59.657482,-2.0730104,67.44694,9.99266,39.88094,-3.2201233,56.408634,5.1871147,43.190697,1.3616459,36.053886,4.9256845,42.070976,-1.3882259,43.29614,6.6784167,31.486265,1.1180832,37.794064,3.3099287,42.63249,-1.7873975,42.13489,3.8622277,36.413536,-2.5147943,42.67391,1.2088897,44.356873,rock
13,0.42743242,0.083530106,0.17635201,0.0033691435,2828.897911662751,607255.7450972181,2789.1966424113416,123923.54843666179,6163.646062608843,2068914.7282023923,0.12568933823529413,0.004824085675004921,1.0336183e-05,0.0,-2.0530344e-05,0.0,129.19921875,-43.560238,1857.538,76.120636,419.89697,7.3655486,265.49606,26.085917,141.3787,5.8427415,138.4537,2.675135,64.31903,-0.21359353,62.803127,16.824837,59.23651,-5.5386343,86.69381,6.95719,43.056355,4.531785,57.008453,2.9326265,42.409386,-1.2376133,41.86344,10.412461,39.861538,1.5003113,37.008183,2.333758,30.905766,0.011673021,27.650333,2.8367267,34.01668,-3.3829591,35.29993,2.1319792,42.9926,rock
14,0.4297006,0.08107706,0.1799706,0.002946578,2928.1305157364436,577303.7083343994,2805.92374012425,144431.4948330847,6329.453393327932,1990787.3140984848,0.13724860318304954,0.004327664920544647,9.544242e-06,0.0,4.279918e-05,0.0,129.19921875,-26.876738,1315.3639,75.309685,447.232,3.8811157,270.19907,20.187431,123.59231,-0.16361584,135.80159,3.338555,61.34595,-3.0147345,75.854,11.377943,47.8457,-2.6567798,53.647053,6.091938,46.663956,1.91362,34.85909,5.598987,41.679592,-1.6238023,44.208954,7.3359466,30.61945,1.3300458,36.4954,3.6109548,44.029892,-1.8522611,39.041325,3.8451788,41.410427,-2.0844548,44.818493,0.8824458,41.069096,rock
15,0.45324472,0.087772824,0.14256595,0.0048591117,3196.5883199770883,1059739.3544038066,2828.1333620682726,144461.41051605847,6605.668389760303,2182373.492100665,0.16671970237519348,0.013858425109062553,-2.1372523e-05,0.0,6.8532616e-05,0.0,129.19921875,-76.869225,4766.3574,57.790005,1341.545,3.1414082,309.10962,27.159138,243.14471,3.9230542,287.99146,6.2579007,89.140175,1.8321174,157.78816,11.591808,87.82393,4.887427,84.61252,13.03348,79.88829,3.637795,60.03735,6.3796787,48.200363,0.59523934,52.036045,4.7224317,37.17859,1.697627,35.023777,5.847384,31.717794,-0.7623272,34.692463,6.616658,39.800484,0.48593366,36.847668,4.141717,40.395844,rock
16,0.40024933,0.08236511,0.18212095,0.0029234232,2913.1240196686836,562974.0902581672,2781.435567500967,119610.07955738789,6255.470507358988,1743371.3207333013,0.1359976659249226,0.0043510069978874855,-6.047637e-06,0.0,-2.8698914e-06,0.0,129.19921875,-30.777477,1492.0419,73.96614,382.73495,4.492305,263.7025,22.73983,131.2328,-0.84113616,117.55725,3.5028236,63.380787,-1.7644656,82.972084,10.843085,55.45852,-2.8828075,70.2036,8.817806,57.37728,2.7708082,51.56186,5.97786,54.15261,0.015296959,51.868645,6.8953023,54.9066,2.0344071,36.43259,2.298422,38.715355,-2.291396,38.632454,2.365365,38.509434,-4.1084943,53.294662,-0.2973583,54.450016,rock
17,0.42083895,0.08050599,0.1551933,0.0037961504,2928.048536750341,555333.5339610521,2782.417633518653,118481.9430368087,6285.011995392318,1753647.6937449488,0.14395793525058048,0.005026351891908016,-2.1539631e-07,0.0,-5.9484995e-05,0.0,129.19921875,-41.393692,1996.5986,75.09359,402.57254,2.702874,225.0496,21.03186,110.347534,-1.0662761,116.5108,1.6277556,54.012615,-4.129829,71.2939,9.355008,42.599102,-3.3701878,55.89184,5.900569,40.301514,1.2184424,42.39155,8.306441,49.97288,-0.35321832,56.41139,7.001634,33.275486,-0.01391611,43.800526,1.6050477,34.858757,-2.3584602,36.628273,2.9306617,43.34721,-1.6260822,49.59468,1.719031,40.429325,rock
18,0.44970515,0.08249169,0.14350991,0.0036547778,3003.9276942389365,1323111.0432996193,2784.6177958941544,261456.29456030866,6220.429052583204,3887133.701593148,0.13955206620065788,0.011507159539983856,-4.427545e-06,0.0,6.944731e-05,0.0,117.45383522727273,-86.40714,4696.0117,64.96724,1459.5287,6.2997074,580.65216,33.86266,212.45921,14.975041,142.21953,9.683186,138.9721,9.773773,94.65957,7.7112007,71.82524,-2.4620953,61.200665,2.0976245,42.934772,-6.978703,50.85079,7.240842,55.67615,-1.0968941,51.56807,1.1392162,32.79445,-8.765769,33.507862,-1.8472638,28.03682,-5.2715178,34.67988,-2.9017744,33.681934,-5.9002204,49.66194,-4.1220202,35.530807,rock
19,0.39859605,0.08660982,0.16902544,0.0022659947,2994.296509878506,478040.57088151085,2934.5816515958195,105181.57010627999,6600.7350862579815,1767073.023534971,0.12650301434307276,0.002938719191508611,-2.3388816e-06,0.0,9.423467e-06,0.0,117.45383522727273,-51.360924,2052.6172,64.33904,445.50064,10.664641,316.06317,29.599657,210.53674,11.184877,144.91646,6.2440915,156.92937,5.691295,94.50499,4.704359,70.68092,-2.761858,63.910774,1.5495638,52.300007,-4.4430637,53.80569,3.4661484,52.871494,-0.9403178,52.5792,2.489274,40.521168,-10.862875,40.388496,-1.6443776,36.298985,-7.9542427,37.63895,-2.0762987,45.146183,-6.223346,48.884983,-4.9377313,53.984207,rock
20,0.42437053,0.08206266,0.15667862,0.0032741877,2917.52463094447,813793.7234387053,2809.504539448943,225331.9225442904,6286.495319756192,3282573.228559749,0.1320914159249226,0.005277966623226108,-3.125301e-06,0.0,-2.0977195e-05,0.0,117.45383522727273,-71.40755,4907.6733,67.10399,740.64996,4.4266553,387.0338,35.993378,280.1096,15.749486,154.28804,5.616691,109.94333,9.113553,90.80565,4.7199035,79.70957,-5.181597,81.834,2.5563104,59.428513,-8.570178,53.363655,6.439017,49.07377,-2.6874692,39.425102,-0.4141326,29.276678,-9.251231,53.326576,-1.0624931,40.11948,-3.134734,46.254337,-1.9961506,44.2021,-4.3120584,42.929752,-3.799488,30.43098,rock
21,0.43447307,0.07865063,0.17297179,0.0028213244,3591.868835576524,911142.151197044,3082.417742934081,91089.01420903414,7427.9550841718265,1830128.7818563553,0.19428983044698142,0.009711853579448133,-2.1576348e-06,0.0,2.5078887e-05,0.0,117.45383522727273,-32.494343,2163.063,50.4069,691.3869,16.266766,297.74982,27.557173,149.02046,10.907421,115.04853,0.57304794,123.61713,7.4167986,93.24688,3.6603436,52.729767,-4.770704,52.357254,1.0819541,40.38053,-8.409634,38.39134,7.312336,63.248367,-1.2733381,56.819515,0.9646314,38.151756,-7.825517,42.188877,-1.619757,35.369503,-5.356948,43.11227,-2.1019702,31.912886,-5.0565033,41.831116,-3.0459225,42.10424,rock
22,0.42354602,0.08149664,0.18202935,0.002800751,3834.3222590700416,683259.8785404912,3173.2923465174977,69742.65764872442,7831.727642614406,1236102.677742241,0.20539671717782507,0.008117938366850519,-8.130126e-06,0.0,-2.2196027e-05,0.0,117.45383522727273,-24.490435,1949.9838,42.514904,459.1722,19.240566,344.32013,26.138578,173.01285,10.307585,141.56155,4.550512,124.8019,6.9531856,87.08898,3.5408213,68.01007,-4.477387,68.21558,1.7940893,54.72528,-6.2582083,56.456764,4.7920003,50.32221,-1.8213613,49.057655,1.0358422,38.034355,-10.011663,41.777527,-2.2436388,36.204063,-6.2519503,32.843597,-3.4746861,37.21265,-6.874849,42.56806,-5.054007,42.171963,rock
23,0.40198928,0.08059023,0.19029559,0.0025740832,3482.34653206982,541915.8440159054,3111.3471877389356,71093.22799499697,7542.2960594342585,1181275.6741403588,0.1754350691756966,0.005310466521268178,4.2851857e-06,0.0,4.0596828e-05,0.0,117.45383522727273,-19.927418,2015.7632,52.583168,401.1135,13.547132,231.18378,26.56146,202.33653,12.793229,147.1378,0.6560606,97.849785,6.3848305,126.26364,2.585419,58.46137,-7.293467,70.508865,0.9513556,70.09349,-7.1338873,58.311195,4.3483872,44.728535,-4.567052,36.62479,-0.4455468,31.397837,-10.628616,52.064854,-0.88630927,35.419914,-6.633626,43.310722,-3.0007896,38.39758,-3.3842463,37.29206,-3.6841788,44.396873,rock
24,0.4523609,0.09051985,0.1770426,0.007915733,2450.4066469290847,963312.9312093841,2503.4220207296635,162502.18765158232,5021.1029714106035,3312768.824492482,0.09525943909636223,0.004324332335953043,-5.8249852e-06,0.0,4.9220853e-06,0.0,151.99908088235293,-99.245056,12392.585,72.21043,1729.5232,-5.1028085,606.821,31.585533,381.20544,12.478907,249.34634,13.790662,168.43666,12.074902,111.49192,12.344952,82.44579,6.37804,113.09774,8.929183,83.53504,4.9758587,111.68219,5.261552,70.34871,2.9723334,82.667046,6.4468923,80.55566,-5.4919734,56.5179,3.93319,46.857677,-0.32849586,47.434162,4.756043,37.411453,-1.7139466,50.057106,-0.70876706,36.48613,rock
25,0.46731624,0.08458748,0.244701,0.0053082723,2168.7118349302964,497426.06872236007,2489.561165823541,164175.62849740754,4638.680283868276,2419983.618500123,0.0842655524380805,0.003087245193901347,-2.495002e-05,0.0,-7.569574e-05,0.0,151.99908088235293,-44.379288,4710.286,95.22451,591.0658,-6.2626143,506.91843,20.994837,230.11542,16.397362,187.10759,11.588898,81.25054,10.142962,78.63656,9.020742,70.77707,2.2494195,69.875244,10.743083,76.16141,1.6627407,71.327354,2.401151,41.943085,-1.5486751,52.214844,-0.61164796,45.285965,-2.6603014,77.27503,3.6339855,31.410234,-4.921476,50.06133,5.3441834,41.736694,-1.674025,34.719326,0.6417292,31.677322,rock
26,0.46850508,0.07549272,0.2825721,0.0038826207,2419.3203292093835,438047.3402340604,2446.8584684426664,150492.57682492235,4768.98782924971,2069719.1112521521,0.11540330821884674,0.0017165665931139211,-2.4177714e-06,0.0,9.656762e-06,0.0,151.99908088235293,6.899355,2564.8918,89.94404,516.1842,-23.227285,483.4671,18.011883,163.58737,12.518638,171.34154,5.9844813,97.123764,11.082086,94.97125,7.68626,58.3534,0.6890494,55.66024,11.213726,68.19152,1.4511074,61.447285,2.8955138,47.133324,-1.0233511,67.400154,1.069663,40.396732,-4.1638455,53.241547,5.4322248,33.76659,-8.867247,30.910496,3.6356115,38.0092,-2.4010308,33.45771,-0.77279633,29.259977,rock
27,0.4342232,0.07979992,0.2964688,0.0031295416,2128.407735698027,234224.5472016545,2133.434954535733,180491.67178214746,4030.3256291723105,1392426.3100485115,0.1172868947126548,0.0009521949888424039,-7.549219e-05,0.0,-8.720873e-05,0.0,151.99908088235293,6.4262667,2041.9032,105.65503,531.58057,-38.867695,481.97092,19.658426,119.57123,11.358743,97.02698,5.6775784,63.47839,9.758201,67.665245,8.844598,61.70984,3.3306522,57.010326,8.413014,53.50953,-1.2465807,45.248375,4.359403,42.123814,-2.2626193,53.85678,-0.15845293,32.33863,-4.517485,43.95663,2.5740135,34.325905,-5.9143972,31.032005,2.501492,27.598133,-4.1241994,32.9294,-0.071173616,40.760597,rock
28,0.4677226,0.08411186,0.25755745,0.005160928,2392.535167884974,806914.9727772605,2542.4196429198396,216443.41649796488,4996.053122883611,3045298.744490002,0.09883538119195047,0.0031811060984206496,-3.862218e-06,0.0,5.1554065e-07,0.0,151.99908088235293,-30.070742,3951.662,89.55854,887.5575,-6.843534,820.0122,20.726063,213.83748,15.059531,199.26443,9.53819,92.04599,7.84075,87.78216,10.697811,69.53179,0.5649648,74.183784,8.616463,79.426834,0.14390026,65.76133,4.838001,49.020596,0.587347,74.77003,1.7655581,38.455406,-0.23538667,51.255943,5.253179,39.309147,-5.867678,32.734653,5.293718,37.407738,-2.0306082,23.753426,-1.6785337,35.51802,rock
