,chroma_stft_mean,chroma_stft_var,rms_mean,rms_var,spectral_centroid_mean,spectral_centroid_var,spectral_bandwidth_mean,spectral_bandwidth_var,rolloff_mean,rolloff_var,zero_crossing_rate_mean,zero_crossing_rate_var,harmony_mean,harmony_var,perceptr_mean,perceptr_var,tempo,mfcc1_mean,mfcc1_var,mfcc2_mean,mfcc2_var,mfcc3_mean,mfcc3_var,mfcc4_mean,mfcc4_var,mfcc5_mean,mfcc5_var,mfcc6_mean,mfcc6_var,mfcc7_mean,mfcc7_var,mfcc8_mean,mfcc8_var,mfcc9_mean,mfcc9_var,mfcc10_mean,mfcc10_var,mfcc11_mean,mfcc11_var,mfcc12_mean,mfcc12_var,mfcc13_mean,mfcc13_var,mfcc14_mean,mfcc14_var,mfcc15_mean,mfcc15_var,mfcc16_mean,mfcc16_var,mfcc17_mean,mfcc17_var,mfcc18_mean,mfcc18_var,mfcc19_mean,mfcc19_var,mfcc20_mean,mfcc20_var,label
0,0.45153365,0.09320492,0.2255953,0.010784315,2193.4219105895027,1271602.3677598243,2409.642176857228,509407.0586243246,4813.812558200706,5296023.25858072,0.08317447815886223,0.007106947912319197,-7.887672e-06,0.031584527,8.775801e-06,0.01641661,[143.5546875],-98.20101,5398.169,99.59598,1530.3644,-2.5195494,1178.6855,24.77675,534.04803,12.340217,198.79086,9.514788,248.89334,8.527351,283.31805,9.15963,141.63377,6.7016187,123.77001,9.259285,106.47983,-0.9884319,121.39625,9.515513,88.21939,3.5528204,84.31777,5.661458,74.38205,2.8303404,65.336,3.4576383,64.35073,-0.3658401,68.12105,0.8680843,53.83664,-2.4662406,46.10343,0.41023132,44.287945,reggae
1,0.4915173,0.08483463,0.31644806,0.010941296,2472.4439305777933,531540.1081999954,2806.921064073792,135732.08734241323,5704.848836892898,2540765.381752444,0.0735373482246517,0.0018146357104436622,1.1518636e-05,0.06924609,4.782552e-06,0.018243456,[143.5546875],-33.68966,2233.5344,80.36397,630.4319,8.365263,346.90915,22.797596,320.59747,11.653014,153.88612,9.477213,132.92097,12.507456,93.51739,8.964983,107.97402,6.498504,89.94637,12.149007,90.55977,1.2812847,55.62155,9.010363,64.053825,2.3636503,55.14614,7.285969,40.601906,2.770705,39.0376,5.2302365,53.878857,3.0351324,51.441864,3.4314332,51.361073,-0.58649206,39.71013,2.908956,39.680546,reggae
2,0.5078051,0.08426556,0.31757703,0.0127108535,2179.6345526252067,694877.7464447693,2661.2460094648363,230708.07237888259,5077.094299505369,3581938.610536342,0.06178496275154799,0.002075040554894955,6.2277486e-06,0.071831256,-4.8563466e-05,0.015804833,[143.5546875],-60.352226,3488.0107,91.34102,796.71094,9.737933,459.65237,20.688786,328.23892,11.529768,165.4673,11.395368,148.70271,17.169575,127.20763,11.298588,86.37542,6.8150063,77.08708,15.306659,103.77549,2.110402,68.75417,10.697608,53.02264,4.523067,58.07867,7.186144,48.13519,3.0160568,55.692936,3.2922742,57.0227,1.9982142,47.047367,3.713629,57.71944,-0.74358773,47.64105,1.2952513,54.14543,reggae
3,0.4672626,0.08124518,0.3260922,0.007758731,2368.1666877311013,415999.7293913525,2783.232174542351,117592.52050718942,5484.791834214155,2293372.395817347,0.08194205930727554,0.0019089243529457182,2.9081695e-05,0.071282014,3.9395505e-05,0.013648079,[143.5546875],-23.121677,1424.8314,86.086494,448.4642,14.3928385,241.31726,32.164375,229.30621,13.47919,132.72978,0.99479955,162.67616,11.24335,103.7462,3.2569878,138.7795,3.0811508,89.12957,9.97644,97.473274,0.6340265,75.19346,8.241734,76.875305,-0.042704273,59.78547,7.802188,44.132603,4.0423136,49.435627,3.892507,58.265057,3.304488,72.856155,0.51418585,66.00634,-2.0207639,33.702034,3.7208877,48.700405,reggae
4,0.5154863,0.07983854,0.34821242,0.014985011,2792.0020081071457,450769.3595049274,2877.7980997093714,98689.84497377525,6303.9868806537825,1770134.2242913125,0.08822811351102941,0.002879516587429328,-3.2771928e-05,0.08687515,0.00013316727,0.024819748,[143.5546875],0.99618316,2212.4226,71.64009,402.69025,0.4914515,387.3529,11.942597,233.753,5.0260234,115.54987,10.608244,111.82521,6.9024596,85.42971,8.010752,78.54106,2.14312,75.75051,11.26377,71.76175,4.007124,57.30713,6.910876,53.618717,2.460006,46.00185,6.792075,45.597767,0.7548961,38.751842,5.057606,39.30194,-0.85400164,47.346252,4.821235,46.967155,-0.37593046,33.281097,1.9256178,36.45181,reggae
5,0.48229057,0.08012653,0.30341113,0.0135923335,2574.0415155434866,534362.6251194815,2722.3558548300502,184919.5657688593,5741.890279575029,2599176.6836038944,0.09096354670568886,0.002437803365637167,1.1496388e-05,0.06510557,-0.00011468733,0.018294984,[143.5546875],-14.328223,2646.852,81.24434,587.58203,1.6647118,330.4836,24.96664,425.87143,8.531083,160.36269,6.2072563,106.42357,4.6979194,126.32779,9.194678,68.628334,0.19862795,94.12682,10.375536,74.13172,2.534266,66.32023,6.0878735,50.824623,2.2447114,45.26422,5.9731817,45.61969,1.0704098,49.66501,4.113559,45.52563,0.45805004,56.436485,3.5384004,53.274235,-0.8843127,42.58657,2.1483278,41.744102,reggae
6,0.4067144,0.08088781,0.24137358,0.009433114,1616.8770057556676,633506.461287783,2091.703240607651,341777.63094428746,3428.6792672455495,3611251.4019371695,0.06066403226586687,0.0017065650573815808,1.36037725e-05,0.035760712,4.894489e-05,0.013545247,[117.45383523],-93.81851,6530.0356,123.04762,1613.0464,4.705804,586.83734,23.445343,217.1966,5.785346,183.10512,11.33361,119.582275,4.8477955,94.75063,12.125793,109.92686,3.9532936,108.84104,7.3747687,86.972946,-0.91432375,76.88918,2.6690598,73.60841,-1.8658108,53.896027,1.2565846,52.005157,0.3185087,60.979416,3.2112198,50.81649,-2.2645798,45.358433,1.3869395,40.84503,0.88331276,31.75295,3.4603245,30.442423,reggae
7,0.4233295,0.08645782,0.26677755,0.008042214,1532.4589612122309,483418.1295577007,2108.968758133791,320931.2944937528,3362.9463313902866,3309006.8627665327,0.04968412889415635,0.0010722617685270937,1.5577969e-05,0.03936096,7.2560666e-05,0.017253514,[117.45383523],-89.198944,5625.963,122.57312,1105.1913,9.584824,422.04315,32.161903,228.35632,14.018582,149.49176,13.530524,114.80991,5.05909,111.14143,13.211397,93.02503,2.859867,81.841934,5.4857645,68.4885,0.9396548,70.13736,5.4153576,56.978836,-1.5718167,47.187107,1.2514482,40.63937,0.05830461,38.70792,3.7856426,37.853786,-0.6190082,39.379395,1.5042886,41.712505,0.10216359,37.01401,3.6396499,29.392282,reggae
8,0.42495042,0.0829909,0.2672094,0.0076051527,1734.609236774148,592139.7897127784,2295.198471275748,274173.78971895814,3863.9099687983744,3650911.802293689,0.05780237156540248,0.001434744726409611,3.3956323e-05,0.038605455,0.00021399975,0.016926955,[117.45383523],-70.943665,4735.147,113.66752,944.67523,13.632622,323.15082,31.205332,150.10832,13.713593,121.405815,14.426818,118.37176,3.4636238,76.9778,9.540923,80.80692,1.4166353,73.84448,5.0030603,70.708664,-2.2235112,61.618614,4.049455,58.45012,-1.638365,52.247757,0.7222748,43.077835,-1.9194856,42.485912,3.2461662,44.907806,-2.3723915,35.62711,1.4862177,42.970036,2.3272336,31.15938,4.095482,30.986902,reggae
9,0.40298787,0.08237278,0.2652,0.0071942853,1668.8473526032528,611488.2496439534,2190.8865872607075,325428.024618453,3623.9530864514804,3710444.72641384,0.05806389681695046,0.0016120448265051553,-1.077231e-05,0.03881115,-1.35188275e-05,0.016153434,[117.45383523],-77.37274,4095.6946,119.76438,1294.3119,11.0344095,455.79532,29.57632,203.55771,9.9351225,165.12222,10.556781,114.31738,3.4475167,114.519264,12.55423,112.52377,1.641607,97.20567,6.6745124,75.75652,-0.7338304,64.49862,5.885083,63.271587,0.3905909,56.851147,1.5358456,51.297558,-0.68506795,44.307613,3.0947163,46.78773,-3.526455,39.689392,0.8455593,42.48484,2.5263102,39.543964,3.5078163,30.727493,reggae
